participant_id,Gender,Age,Ethnicity,Task_Order,Experimenter,Condition,Incentive ,Comments,Unnamed: 5,PI_Enticing,PI_Alive,PI_Safe,PI_Good,PI_Changing,PI_Hierarchical,PI_Understandable,PI_AboutMe,PI_Abundant,PI_Acceptable,PI_Beautiful,PI_Cooperative,PI_Funny,PI_Harmless,PI_Improvable,PI_Intentional,PI_Interconnected,PI_Interesting,PI_Just,PI_Meaningful,PI_NeedsMe,PI_Pleasurable,PI_Progressing,PI_Regenerative,PI_Stable,PI_WorthExploring,MAIA_Noticing,MAIA_NotDistracting,MAIA_NotWorrying,MAIA_AttentionRegulation,MAIA_EmotionalAwareness,MAIA_SelfRegulation,MAIA_BodyListening,MAIA_Trusting,PI_Beautiful_4_GE,PI_Regenerative_4_GS_R,PI_Good_1_G_R,PI_Understandable_4_G,PI_Stable_4_GS_R,PI_Regenerative_3_GS,PI_Understandable_2_G_R,PI_Cooperative_1_GS_R,PI_Abundant_2_GE,PI_Changing_5_R,PI_Acceptable_2_R,PI_Hierarchical_4,PI_Just_4_GS,PI_Meaningful_1_GE,PI_Changing_3,PI_Stable_1_GS_R,PI_NeedsMe_3_GA_R,PI_Enticing_1_GE,PI_Harmless_4_GS,PI_Harmless_3_GS,PI_Cooperative_4_GS,PI_Understandable_1_G,PI_Changing_1,PI_WorthExploring_1_GE,PI_Harmless_1_GS,PI_Harmless_2_GS_R,PI_Funny_1_GE,PI_Intentional_2_A,PI_Harmless_5_GS_R,PI_Just_2_GA,PI_Funny_2_GE,PI_Beautiful_1_GE,PI_Hierarchical_5,PI_Pleasurable_4_GS,PI_Interconnected_2_R,PI_Intentional_5_A_R,PI_Progressing_2_GS_R,PI_Hierarchical_3_R,PI_Interesting_1_GE_R,PI_Intentional_1_A,PI_Interesting_4_GE_R,PI_Abundant_4_GE,PI_Regenerative_1_GS,PI_WorthExploring_3_GE,PI_Stable_3_GS_R,PI_Progressing_1_GS_R,PI_Understandable_3_G_R,PI_Improvable_2_G_R,PI_Beautiful_2_GE_R,PI_Improvable_5_GE,PI_Meaningful_3_GE_R,PI_AboutMe_4,PI_Acceptable_4_R,PI_NeedsMe_4_GA,PI_Stable_2_GS,PI_Improvable_1_G,PI_Improvable_4_GE,PI_Funny_3_G_R,PI_Funny_4_GE,PI_WorthExploring_2_GE_R,PI_WorthExploring_4_GE,PI_Pleasurable_3_GS_R,PI_AboutMe_1_A,PI_Interesting_2_GE_R,PI_Progressing_3_GS,PI_Improvable_3_GE,PI_Pleasurable_1_GS_R,PI_Interesting_3_GE,PI_AboutMe_5_A,PI_Changing_2,PI_Hierarchical_1,PI_Just_5_GS_R,PI_NeedsMe_2_GA,PI_Hierarchical_2,PI_Pleasurable_2_GS,PI_Cooperative_3_GS_R,PI_Abundant_1_GE,PI_Enticing_2_GE,PI_Acceptable_1_R,PI_Pleasurable_5_GS,PI_Meaningful_4_GE_R,PI_AboutMe_2_A,PI_Abundant_3_GE_R,PI_Regenerative_2_GS_R,PI_Interconnected_4,PI_AboutMe_3_A_R,PI_Just_3_GS,PI_Interconnected_3,PI_Just_1_G,PI_Intentional_4_A_R,PI_Beautiful_3_GE,PI_Intentional_3_A,PI_Meaningful_2_GE_R,PI_Acceptable_3,PI_Progressing_4_GS,PI_Changing_4,PI_NeedsMe_1_GA,PI_Cooperative_2_GS_R,PI_Interconnected_1,MAIA_NotWorrying_5_R,MAIA_NotDistracting_1_R,MAIA_NotDistracting_2_R,MAIA_NotWorrying_1_R,MAIA_EmotionalAwareness_2,MAIA_SelfRegulation_3,MAIA_NotDistracting_6_R,MAIA_Noticing_1,MAIA_AttentionRegulation_3,MAIA_Trusting_1,MAIA_NotDistracting_3_R,MAIA_BodyListening_2,MAIA_NotDistracting_5_R,MAIA_Noticing_2,MAIA_Trusting_2,MAIA_AttentionRegulation_4,MAIA_EmotionalAwareness_5,MAIA_EmotionalAwareness_3,MAIA_Noticing_4,MAIA_NotWorrying_3,MAIA_Noticing_3,MAIA_SelfRegulation_2,MAIA_BodyListening_1,MAIA_NotWorrying_4,MAIA_AttentionRegulation_6,MAIA_EmotionalAwareness_4,MAIA_Trusting_3,MAIA_AttentionRegulation_7,MAIA_NotDistracting_4_R,MAIA_SelfRegulation_4,MAIA_AttentionRegulation_2,MAIA_EmotionalAwareness_1,MAIA_AttentionRegulation_1,MAIA_SelfRegulation_1,MAIA_NotWorrying_2_R,MAIA_BodyListening_3,MAIA_AttentionRegulation_5,IAS_16,IAS_14,IAS_5,IAS_10,IAS_19,IAS_15,IAS_20,IAS_18,IAS_8,IAS_3,IAS_9,IAS_11,IAS_4,IAS_21,IAS_6,IAS_17,IAS_2,IAS_1,IAS_7,IAS_13,IAS_12,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SampEn,HRV_HF,HRV_HFD,HRV_LFHF,HRV_IALS,HRV_Ca,HRV_AI,HCT_Accuracy,HCT_Sensibility,HCT_Awareness,HRV_MeanNN_HCT,HRV_SDNN_HCT,HRV_RMSSD_HCT
sub-82,Female,19.0,Caucasian ,Questionnaire_First,Exp6,Questionaire,Credits_4,ECG was stable throughout. EEG stable avergae of 15-20 throughout. Muse stopped during RS at 1:20 but worked for HCT and TAP. RSP has clear peaks throughout. ,,0.7633333333333333,0.165,0.48,0.6223943661971831,0.914,0.002,0.2975,0.4779999999999999,1.0,0.295,0.9925,0.9475,0.8825000000000001,0.324,0.6639999999999999,0.132,0.97,0.9375,0.6799999999999999,0.315,0.035,0.744,0.2224999999999999,0.5175000000000001,0.14,0.995,0.7250000000000001,0.4333333333333333,0.282,0.5228571428571428,0.7020000000000001,0.7424999999999999,0.6333333333333333,0.6366666666666666,1.0,0.38,0.0,0.25,0.86,0.64,0.56,0.06,1.0,0.12,0.79,0.0,0.79,0.14,0.88,0.82,1.0,1.0,0.27,0.66,1.0,0.1,0.93,1.0,0.23,0.76,1.0,0.17,0.78,0.76,1.0,0.97,0.01,0.66,0.0,1.0,0.82,1.0,0.02,0.08,0.04,1.0,0.61,1.0,0.97,0.68,0.6,0.34,0.0,0.89,0.03,0.05,0.6,0.0,0.21,0.57,0.61,0.21,0.74,0.0,0.98,0.58,0.61,0.19,0.2,0.59,0.03,1.0,0.55,0.96,0.0,0.61,0.14,0.0,0.76,0.15,1.0,1.0,0.78,0.91,0.85,0.59,0.0,0.3,0.97,0.41,0.83,0.96,0.63,0.93,1.0,0.34,1.0,0.35,0.19,0.92,0.0,0.0,0.95,1.0,0.93,0.7,1.0,0.6,0.88,0.84,0.62,0.56,0.83,0.15,0.63,0.6,0.91,0.7,1.0,0.65,0.62,0.78,0.94,0.59,0.75,0.58,0.12,0.13,0.81,0.38,0.36,0.18,0.79,0.42,0.83,0.33,0.55,0.65,0.69,0.86,0.03,0.39,0.25,0.88,0.66,0.82,0.62,0.11,0.4,0.68,0.59,0.17,0.34,0.65,0.72,0.98,0.32,0.57,0.6,0.68,0.43,633.7361111111111,26.676839774478555,13.955297600761792,1.164581084185381,0.01063930468144475,1.5470957789268536,3.085895097224963,0.32972972972972975,0.5194744648125426,50.3934981501508,0.47693442835430666,0.023333333333333334,0.43482827673933633,653.88282157987,23.653908599275237,13.526630192310087
sub-83,Female,20.0,Caucasian,Task_First,Exp5,Task,Credits_4,"ECG was good throughout with clear R peaks but had large T waves. EEG good during RS but muse turned off 3 minutes into TAP, EEG mostly good during HCT but a bit noisy on TP10 at times. RSP was quite noisy but had clear peaks during RS and HCT, but during TAP was very noisy throughout with only a few clear peaks.",,0.7466666666666666,0.5025000000000001,0.572,0.5970422535211268,0.952,0.258,0.345,0.678,0.8475,0.255,0.6224999999999999,0.5625,0.58,0.548,0.664,0.58,0.8125,0.905,0.6639999999999999,0.4649999999999999,0.245,0.75,0.2625,0.485,0.555,0.8300000000000001,0.76,0.6683333333333333,0.044,0.4442857142857143,0.8019999999999999,0.6725,0.6566666666666667,0.6266666666666667,0.86,0.24,0.25,0.29,0.75,0.85,0.61,0.08,0.64,0.24,0.84,0.29,0.87,0.36,1.0,0.22,0.82,0.88,0.37,0.69,0.37,0.31,1.0,1.0,0.65,0.36,0.65,0.51,0.61,0.71,0.7,0.0,0.29,0.84,0.0,0.79,0.69,0.8,0.0,0.67,0.1,0.85,0.74,0.73,0.37,0.73,0.61,0.25,0.12,0.85,0.57,0.71,0.4,0.2,0.56,0.64,0.77,0.29,0.26,0.18,0.77,0.16,0.63,0.28,0.23,0.31,0.19,1.0,0.64,1.0,0.26,0.75,0.33,0.25,0.65,0.75,1.0,0.81,1.0,0.61,0.26,0.6,0.1,0.23,0.83,0.19,0.76,0.68,0.73,0.19,0.75,0.7,0.67,0.26,0.24,1.0,0.27,0.29,0.74,1.0,0.24,0.22,0.78,0.9,0.85,0.38,0.71,0.72,0.75,0.59,0.65,0.32,0.85,0.8,0.6,0.51,0.87,0.71,0.0,0.77,0.82,0.67,0.0,0.12,0.83,0.33,0.61,0.24,0.78,0.38,0.9,0.1,0.24,1.0,0.65,0.58,0.68,0.69,0.19,0.9,0.29,0.73,0.83,0.78,0.27,0.78,0.87,0.94,0.27,0.64,0.8,0.71,0.05,0.65,1.0,0.78,0.51,840.3629173989456,110.48655841671227,115.78142160134401,1.5437772666229586,0.02634185335773756,1.9734517837911332,0.4187530009890071,0.4348591549295775,0.5456222721283979,50.31156061176776,0.5637939345718653,0.085,0.23190841426097936,844.0589795883407,87.32734642010648,97.89553399394907
sub-84,Female,19.0,White/Latina,Questionnaire_First,Exp5,Questionaire,Credits_4,"Muse turned off at 7:43 during TAP, just before the start of the random trial. Don't think participant understood instructions for TAP heart trial and told me afterwards that they were measuring their pulse during the trial. EEG good during RS, signals jumped about a bit during TAP, and TP9 and TP10 were a little noisy and jumping around during HCT. ECG good throughout. RSP very noisy throughout with only a few clear peaks, adjusted twice during experiment but did not improve. Participant had a cold and sneezed a couple times during the experiment.",,0.7988888888888889,0.5800000000000001,0.4846666666666666,0.655774647887324,0.708,0.4739999999999999,0.6849999999999999,0.176,0.85,0.205,0.7675,0.4674999999999999,0.6174999999999999,0.484,0.7060000000000001,0.5820000000000001,0.88,0.8325,0.4939999999999999,0.7525,0.835,0.6639999999999999,0.5525,0.495,0.4,0.8275,0.83,0.2683333333333333,0.448,0.6442857142857142,0.964,0.7775,0.7733333333333333,0.7799999999999999,0.73,0.24,0.35,0.65,0.62,0.79,0.31,0.57,0.85,0.36,1.0,0.68,0.61,0.75,0.67,0.57,0.07,1.0,0.55,0.72,0.7,0.75,0.84,0.92,0.41,0.57,0.6,0.39,0.69,0.69,0.71,0.82,0.39,0.7,0.0,0.75,0.54,0.63,0.24,0.7,0.08,0.87,0.8,0.83,0.62,0.45,0.35,0.07,0.34,0.85,0.1,0.18,0.77,0.83,0.41,0.7,0.6,0.66,0.82,0.14,0.7,0.39,0.15,0.13,0.61,0.45,0.34,0.78,0.09,0.69,0.57,0.68,0.75,0.36,0.64,0.6,0.82,0.84,1.0,0.71,0.32,0.22,0.14,0.19,0.94,0.76,0.73,0.79,0.12,0.1,0.86,0.67,0.32,0.59,0.59,0.7,0.83,0.66,0.79,0.41,0.34,0.69,0.78,1.0,0.85,0.81,0.8,0.65,0.79,0.91,0.83,0.83,0.89,0.72,0.67,1.0,0.91,0.82,0.61,0.81,0.84,0.82,0.64,0.41,0.92,0.83,0.79,0.81,0.81,0.69,0.99,0.6,0.61,0.82,0.67,0.7,0.75,0.93,0.98,0.91,0.78,0.97,0.59,0.93,0.73,0.92,0.96,0.91,0.82,0.72,0.89,0.96,0.97,0.97,0.93,0.83,0.71,595.3526119402985,63.70287587044667,27.9796447982923,0.6546178979010662,0.010721348884689586,1.5169927801542358,2.569372088227311,0.25220680958385877,0.5787522426937293,49.97775259002877,0.025593681917211324,0.15833333333333333,-0.316227766016838,664.5509263123915,55.45276713455669,31.823769034439
sub-85,Other,19.0,Caucasian,Task_First,Exp5,Task,Credits_4,"ECG and RSP good throughout. EEG TP9 was quite noisy throughout, settling sometimes but becoming noisy again regularly.",,0.52,0.7,0.5273333333333332,0.5497183098591548,0.774,0.08,0.045,0.8099999999999999,0.6699999999999999,0.2125,0.6100000000000001,0.6525,0.6775,0.172,0.7499999999999999,0.8079999999999998,0.8625,0.8825000000000001,0.768,0.36,0.0525,0.6679999999999999,0.5825,0.5575,0.5249999999999999,0.5499999999999999,0.7725,0.1933333333333333,0.576,0.8142857142857144,0.758,0.5225,0.5966666666666667,0.4166666666666667,0.69,0.31,0.31,0.0,0.55,0.69,1.0,0.07,0.53,0.25,0.68,0.23,1.0,0.23,0.77,0.38,0.94,1.0,0.29,0.0,0.95,0.13,0.89,0.57,0.35,0.85,0.57,0.64,0.93,1.0,0.72,0.81,0.01,0.74,0.0,0.24,0.5,1.0,0.01,0.82,0.03,0.77,0.5,0.65,0.54,0.45,0.95,0.19,0.84,0.83,0.63,0.76,0.79,0.0,0.57,0.74,0.72,0.38,0.8,0.75,0.73,0.4,0.67,0.29,0.67,0.65,0.33,0.86,0.98,0.63,0.0,0.24,0.15,0.16,0.74,0.69,0.99,0.89,0.95,0.59,0.51,0.64,0.61,0.27,1.0,0.0,0.42,0.56,0.66,0.02,0.78,0.84,0.65,0.27,0.61,0.83,0.0,0.58,0.89,0.55,1.0,0.46,0.0,0.68,0.53,0.57,0.76,0.91,0.13,1.0,1.0,0.81,1.0,0.16,0.88,0.55,0.72,0.6,0.44,0.73,0.56,0.54,0.42,0.86,0.89,0.96,1.0,1.0,0.24,0.87,0.95,0.57,0.76,0.43,0.25,0.61,0.21,0.29,1.0,0.39,0.27,1.0,0.6,0.7,0.69,0.69,0.43,1.0,0.66,1.0,1.0,1.0,0.1,0.88,1.0,0.87,1.0,723.1986404833837,59.70418288126527,43.21914918503563,1.2785802816099714,0.030399818694903224,1.8646387503898871,0.3022134669882115,0.30243161094224924,0.49587874702435786,49.86326450830117,0.6815953936387992,0.06333333333333334,0.5797710356524485,763.145783910899,67.8734064227718,44.96708138426138
sub-86,Female,19.0,Mixed White Asian,Questionnaire_First,Exp6,Questionaire,Credits_4,NO DATA IN THE RS FILE. Unclear reasons.. Breath move on. EEG was good throughout averaging about 10 but during HCT the AF8 was noisy. RSP had clear peaks throughout. ECG had lear R peaks throughout. ,,0.5877777777777777,0.5675,0.432,0.5276056338028168,0.806,0.512,0.4525,0.546,0.6325000000000001,0.3,0.5925,0.4775,0.455,0.452,0.586,0.634,0.6950000000000001,0.6449999999999999,0.556,0.5025,0.655,0.482,0.505,0.5375000000000001,0.2925,0.61,0.6325000000000001,0.5616666666666666,0.504,0.5871428571428572,0.646,0.5775,0.61,0.6533333333333333,0.5,0.5,0.63,0.39,0.73,0.5,0.4,0.5,0.58,0.19,0.8,0.62,0.66,0.59,0.84,0.8,0.18,0.68,0.5,0.44,0.5,0.51,0.76,0.74,0.5,0.57,0.39,0.72,0.61,0.63,0.52,0.5,0.5,0.5,0.2,0.64,0.57,0.69,0.35,0.71,0.33,0.62,0.49,0.47,0.66,0.54,0.69,0.53,0.34,0.64,0.59,0.53,0.7,0.59,0.36,0.66,0.55,0.63,0.54,0.4,0.63,0.59,0.64,0.35,0.59,0.61,0.5,0.61,0.57,0.79,0.59,0.5,0.63,0.54,0.5,0.56,0.69,0.6,0.65,0.5,0.36,0.56,0.36,0.36,0.65,0.57,0.51,0.6,0.48,0.34,0.71,0.72,0.63,0.35,0.54,0.83,0.58,0.53,0.73,0.66,0.4,0.35,0.58,0.56,0.67,0.52,0.6,0.74,0.69,0.42,0.43,0.51,0.7,0.6,0.56,0.65,0.81,0.81,0.68,0.42,0.62,0.73,0.6,0.26,0.61,0.67,0.7,0.43,0.52,0.68,0.6,0.77,0.5,0.52,0.67,0.4,0.64,0.58,0.87,0.74,0.76,0.86,0.91,0.36,0.58,0.96,0.66,0.97,0.81,0.92,0.7,0.85,0.88,0.95,1.0,0.82,0.81,,,,,,,,,,,0.5779321862986072,0.61,-0.08696565534786727,869.3848849168489,74.90790097873014,73.48604459923895
sub-87,Female,20.0,Ukranian,Task_First,Exp6,Task,Credits_4,EEG stable throughout but TP10 was high at the start of RS. RSP clear peaks during RS but got noisier in TAP and HCT.  RSP still had relatively clear peaks despite noise. ECG was good throughout. ,,0.64,0.6375,0.4046666666666667,0.5904225352112676,0.8219999999999998,0.54,0.4924999999999999,0.4279999999999999,0.44,0.19,0.7475,0.3999999999999999,0.4725,0.396,0.6699999999999999,0.642,0.9475,0.8375,0.718,0.6699999999999999,0.7075,0.946,0.1825,0.295,0.26,0.9075,0.96,0.6316666666666667,0.2179999999999999,0.9071428571428573,0.8240000000000001,0.765,0.7633333333333333,0.98,0.85,0.31,0.33,0.34,0.77,0.85,0.66,0.76,0.86,0.07,1.0,0.96,0.97,0.99,0.81,0.81,0.14,1.0,0.61,0.88,0.29,0.69,0.89,0.87,0.17,0.85,0.3,0.86,0.83,0.98,0.64,1.0,0.92,1.0,0.21,0.91,0.76,0.98,0.23,0.76,0.4,0.0,0.85,0.98,0.82,0.88,0.4,0.98,0.86,0.9,0.23,0.68,0.64,0.84,0.44,0.74,0.71,0.38,0.33,0.18,0.96,0.03,0.24,0.02,0.3,0.98,0.12,1.0,0.04,0.76,0.78,0.25,0.56,0.02,0.88,0.3,0.14,0.95,0.86,1.0,0.28,0.3,0.24,0.81,1.0,0.12,0.61,1.0,0.28,0.28,1.0,0.78,0.8,0.26,0.07,0.72,0.57,0.63,1.0,0.8,0.2,0.61,0.75,1.0,0.78,0.36,0.86,0.66,1.0,0.69,0.63,0.35,0.98,0.95,0.85,0.37,1.0,1.0,0.33,1.0,0.64,0.94,0.31,0.92,1.0,0.99,0.93,0.0,0.8,0.99,0.75,1.0,0.84,1.0,0.72,1.0,0.93,0.83,0.93,0.89,0.72,0.79,0.78,0.6,0.99,1.0,0.85,1.0,0.98,0.72,1.0,0.99,1.0,0.97,0.94,0.71,0.97,685.8889684813754,36.66671298096235,14.798078998211313,1.110238236119698,0.0013145114296438999,1.5655934848009048,3.389127044349128,0.39504373177842567,0.5132350265241067,49.706601707375896,0.7828001139321893,0.79,0.6957252427829381,754.1034917177357,52.56482093304252,25.306563917374422
sub-88,Female,18.0,Indian,Questionnaire_First,Exp5,Questionaire,Credits_4,"ECG good throughout, a little noise but clear R peaks and some weird shaped beats during HCT, but I think this was just when participant moved. EEG AF7 very noisy throughout (200-300), tried to adjust but this didn't help. TP9 and TP10 a little noisy at times during TAP. RSP very noisy throughout, during RS and TAP there was mostly clear peaks but during HCT there were few clear peaks and lots of noise.",,0.8344444444444444,0.89,0.8133333333333334,0.8076056338028168,0.762,0.2339999999999999,0.78,0.398,0.945,0.4,0.9525,0.435,0.685,0.634,0.8939999999999999,0.992,0.5725,0.8425,1.0,0.8300000000000001,0.9825,0.934,0.8200000000000001,0.5425,0.8374999999999999,0.64,0.8250000000000001,0.435,0.7060000000000001,0.8228571428571428,0.914,0.945,0.7666666666666666,1.0,0.82,0.0,0.0,0.89,0.18,0.91,0.0,0.57,1.0,0.2,0.54,0.54,1.0,1.0,0.73,0.05,0.0,0.86,0.55,0.52,0.39,0.56,0.75,0.6,0.58,0.15,0.59,0.96,0.33,1.0,0.73,1.0,0.2,0.83,0.35,0.0,0.0,0.91,0.05,1.0,0.33,0.84,0.91,0.41,0.03,0.4,0.33,0.36,0.01,1.0,0.0,0.14,0.59,0.93,0.61,0.83,1.0,0.11,0.53,0.11,0.66,0.0,0.46,0.25,0.93,1.0,0.0,1.0,0.27,0.63,0.34,0.0,1.0,0.0,0.91,0.71,1.0,1.0,0.54,0.93,0.11,0.56,0.06,0.01,0.74,0.44,1.0,0.37,1.0,0.0,1.0,1.0,0.57,0.27,0.75,0.9,1.0,0.37,0.53,0.35,0.27,0.67,0.28,0.71,0.9,0.58,0.8,0.9,1.0,1.0,0.81,0.76,0.91,1.0,1.0,0.93,1.0,0.81,0.81,0.78,1.0,0.67,0.89,0.96,1.0,1.0,0.81,0.11,0.88,0.84,0.93,0.55,1.0,0.54,0.82,0.7,0.1,0.96,0.98,0.6,1.0,0.72,0.62,0.4,0.82,0.87,0.83,0.95,0.65,0.71,0.58,0.82,0.8,0.84,1.0,0.88,0.58,684.3321428571429,52.487985228990574,27.319507826247225,1.409841398801511,0.003558898668519076,1.5746189733200424,4.222672378893155,0.4963715529753266,0.5007492600909651,50.13786819762648,0.7438325140266033,0.5683333333333334,0.08571428571428573,755.6285224538382,51.46558501034222,33.75777475081978
sub-89,Female,18.0,Caucasian,Task_First,Exp5,Task,Credits_4,"ECG mostly good throughout but had a couple of abnormal beats and a few very large spikey T waves, was quite noisy half way into RS but settled during TAP. EEG good throughout but muse turned off during HCT at 2:50. RSP was a little noisy but had clear waves during RS and start of TAP but became more noisy after the slow trial with only a few clear peaks. Adjusted before HCT and RSP had good, clear waves during HCT.",,0.8622222222222222,0.51,0.26,0.551830985915493,0.788,0.6799999999999999,0.2,0.6000000000000001,0.9175,0.0225,0.7125,0.5725,0.42,0.088,0.724,0.492,0.9625,0.91,0.5159999999999999,0.9675,0.58,0.5,0.4825,0.3875,0.0625,0.6799999999999999,0.7675000000000001,0.43,0.228,0.4442857142857143,0.834,0.3099999999999999,0.4066666666666667,0.5466666666666667,0.75,0.5,0.33,0.21,1.0,0.55,0.96,0.68,0.92,0.14,0.97,0.57,0.92,0.96,0.67,0.86,0.31,0.96,0.22,0.13,1.0,0.17,0.73,0.79,0.01,0.94,0.17,0.35,0.98,0.61,0.68,0.75,0.63,0.46,0.05,0.73,0.54,0.13,0.04,0.62,0.19,0.97,0.7,0.29,0.94,0.54,0.62,0.31,0.63,0.96,0.04,0.49,0.95,0.65,0.05,0.44,0.93,0.55,0.38,0.18,0.82,0.93,0.6,0.1,0.52,0.6,0.55,0.97,0.56,0.84,0.73,0.91,0.58,0.6,0.58,0.46,0.79,0.84,0.99,0.94,0.0,0.71,0.01,0.7,1.0,0.36,0.61,1.0,0.35,0.56,0.98,0.78,0.05,0.0,0.49,0.84,0.4,0.57,0.9,0.73,0.59,0.6,0.57,1.0,0.15,0.37,0.88,0.28,0.56,0.67,0.12,0.57,0.96,0.66,0.35,0.83,0.96,0.95,0.06,0.28,0.22,0.55,0.13,0.76,0.61,0.42,0.29,0.62,0.24,0.41,0.77,0.43,0.63,0.75,0.55,0.59,0.38,0.64,0.86,0.32,0.79,0.75,0.58,0.92,0.56,0.7,0.43,0.93,0.65,0.42,0.62,0.71,0.64,0.88,0.86,0.8,0.42,659.5626721763085,44.53065427577878,20.772129869378944,1.1210396194700014,0.006124495782541397,1.6559047134281357,1.633231901988826,0.29108635097493035,0.48911445191434677,50.36672361636474,0.5052157021000491,0.4466666666666666,0.5428571428571429,680.9810272356491,36.97712332546013,20.705446878085386
sub-90,Male,30.0,White British ,Questionnaire_First,Exp5,Questionaire,Credits_4,"ECG good throughout. RSP good throughout with clear waves, but some noise towards the end of RS and in HCT. EEG good throughout BUT every so often there were massive spikes on all the sensors, this happened throughout, Dom said these were artifacts (where the muse temporarily disconnected) so BEWARE.",,0.5711111111111111,0.4375,0.342,0.5012676056338028,0.77,0.5559999999999999,0.245,0.4939999999999999,0.675,0.41,0.7075,0.3625,0.5800000000000001,0.21,0.61,0.416,0.6900000000000001,0.6399999999999999,0.388,0.44,0.4924999999999999,0.516,0.4599999999999999,0.365,0.29,0.8325,0.5425,0.4616666666666666,0.4639999999999999,0.5614285714285714,0.5680000000000001,0.51,0.5499999999999999,0.6,0.9,0.45,0.39,0.0,0.97,0.5,0.58,0.46,0.5,0.23,0.68,0.45,0.21,0.4,0.76,0.77,0.14,1.0,0.5,0.37,0.24,0.5,0.82,0.98,0.01,0.84,0.45,0.7,0.99,0.36,0.56,0.93,0.83,0.5,0.43,1.0,0.5,0.5,0.07,0.35,0.5,0.98,0.64,1.0,0.69,0.5,0.94,0.59,0.5,0.59,0.84,0.61,0.32,0.27,0.59,0.84,0.5,0.5,0.81,0.5,0.85,0.42,0.32,0.37,0.45,0.71,0.5,0.5,0.5,0.64,0.5,0.5,0.84,0.5,0.5,0.83,0.5,1.0,0.76,0.5,0.3,0.44,0.28,0.95,0.85,0.4,0.55,0.5,0.32,0.71,0.5,0.74,0.5,0.4,0.39,0.86,0.0,0.5,0.84,0.63,0.5,0.61,0.6,0.6,0.56,0.35,0.56,0.56,0.59,0.66,0.59,0.53,0.65,0.62,0.53,0.5,0.58,0.46,0.62,0.5,0.58,0.56,0.43,0.57,0.5,0.59,0.5,0.58,0.48,0.61,0.66,0.59,0.42,0.5,0.5,0.57,0.3,0.54,0.57,0.58,0.68,0.43,0.63,0.35,0.64,0.59,0.54,0.56,0.63,0.6,0.67,0.6,0.5,0.04,0.64,0.5,0.63,896.123595505618,61.065497741688844,35.18936977043671,1.3027117673545177,0.003994690683261091,1.6209117855396522,6.973876259999347,0.43667296786389415,0.5339459733617942,49.74240637058976,0.11352657004830918,0.8333333333333334,,930.7869280131493,70.25301670123265,52.56694141677391
sub-91,,20.0,,Task_First,Exp6,Task,Credits_4,"EEG had good signals throughout, the TP9 was high at first but it improved during RS. RSP was noisy in RS but clear peaks in TAP and HCT. ECG had long S-waves throughout. The lux fell off during the first trial of TAP. ",,0.5688888888888889,0.24,0.382,0.516056338028169,0.874,0.116,0.2575,0.7140000000000001,0.595,0.105,0.895,0.2275,0.9275,0.282,0.5879999999999999,0.072,0.9275,0.865,0.09,0.2575,0.3375,0.6859999999999999,0.48,0.5125000000000001,0.1574999999999999,0.9225,0.7050000000000001,0.7399999999999999,0.788,0.2971428571428571,0.8720000000000001,0.385,0.6733333333333333,0.7933333333333333,0.84,0.42,0.25,0.09,0.92,0.62,0.71,0.66,0.29,0.17,0.94,0.08,0.0,0.69,1.0,0.75,0.84,1.0,0.28,0.27,0.13,0.27,0.83,1.0,0.32,0.75,1.0,0.0,0.71,0.18,1.0,1.0,0.18,0.78,0.0,1.0,0.35,0.84,0.0,0.0,0.28,1.0,0.71,1.0,0.81,0.22,0.62,0.79,0.0,0.86,0.83,0.67,0.88,0.62,0.11,0.76,0.11,0.29,1.0,0.31,1.0,0.67,0.88,0.0,0.3,1.0,0.25,0.74,0.67,0.71,0.05,1.0,0.57,0.11,0.7,0.82,0.72,0.92,0.95,0.87,0.83,0.66,0.63,0.2,0.82,0.31,0.27,0.89,0.0,0.89,0.74,0.25,1.0,0.19,0.19,1.0,0.0,0.74,1.0,0.19,0.21,0.29,0.22,1.0,0.41,0.25,0.95,0.29,0.75,0.24,0.25,0.29,0.74,0.8,0.32,0.78,1.0,0.8,0.75,0.33,0.69,0.91,0.81,0.3,0.74,0.83,0.24,0.28,0.29,0.33,0.84,0.27,0.15,0.21,0.86,0.33,0.89,1.0,1.0,1.0,0.27,0.98,0.95,0.68,0.96,1.0,0.83,0.93,0.4,0.92,0.87,1.0,0.9,0.15,1.0,0.92,1.0,724.1127080181543,73.59415586617953,66.52767993076037,1.3883716844289393,0.027469440042248727,1.8849041152074182,0.366189372625245,0.37614678899082565,0.4832617305042622,50.45721348346832,0.7688075305957494,0.021666666666666667,0.29424494316824984,809.0413873344874,82.24685086358409,76.53805588180576
